bus_id,route_id,latitude,longitude,timestamp,speed
0,0,22.58656076490561,88.32355563485277,2024-01-01 06:00:00,38
0,0,22.587549865927205,88.32349552388075,2024-01-01 06:01:00,36
0,0,22.587290183327717,88.32252643711381,2024-01-01 06:02:00,25
0,0,22.58695168393706,88.32263196704749,2024-01-01 06:03:00,43
0,0,22.58787892389124,88.32333798595842,2024-01-01 06:04:00,50
0,0,22.58726074595354,88.3228749356722,2024-01-01 06:05:00,40
0,0,22.586599731446913,88.32298853819712,2024-01-01 06:06:00,22
0,0,22.587288157728366,88.32384857186675,2024-01-01 06:07:00,50
0,0,22.586705995163598,88.3241908589004,2024-01-01 06:08:00,43
0,0,22.58598616319407,88.32422751820512,2024-01-01 06:09:00,42
0,0,22.585631264722547,88.32492485779497,2024-01-01 06:10:00,21
0,0,22.58603623289052,88.32464384009741,2024-01-01 06:11:00,28
0,0,22.585629253177817,88.3244834018103,2024-01-01 06:12:00,48
0,0,22.58585228059955,88.3236465901711,2024-01-01 06:13:00,44
0,0,22.585855313188926,88.32424318052902,2024-01-01 06:14:00,26
0,0,22.584997195022925,88.32403674818345,2024-01-01 06:15:00,20
0,0,22.58577720570656,88.32371273849715,2024-01-01 06:16:00,33
0,0,22.585934935497576,88.32358968674319,2024-01-01 06:17:00,47
0,0,22.585591240832525,88.32289976997664,2024-01-01 06:18:00,41
0,0,22.58577290735366,88.32196077047652,2024-01-01 06:19:00,41
0,0,22.585379438383008,88.32203493533092,2024-01-01 06:20:00,25
0,0,22.585423924903118,88.32257492243711,2024-01-01 06:21:00,56
0,0,22.585338455226346,88.32325896858714,2024-01-01 06:22:00,24
0,0,22.585401164489483,88.32334023883035,2024-01-01 06:23:00,51
0,0,22.585853347156927,88.32429194298928,2024-01-01 06:24:00,59
0,0,22.584935482190463,88.32408958479216,2024-01-01 06:25:00,49
0,0,22.584813425031875,88.32324649755485,2024-01-01 06:26:00,38
0,0,22.584182092380537,88.32240824348808,2024-01-01 06:27:00,56
0,0,22.58455909218207,88.32152463067911,2024-01-01 06:28:00,28
0,0,22.58444379664153,88.32100420539743,2024-01-01 06:29:00,20
0,0,22.584764191394964,88.32056407319132,2024-01-01 06:30:00,44
0,0,22.58479758390982,88.32087829584832,2024-01-01 06:31:00,35
0,0,22.585021025402288,88.32071749597317,2024-01-01 06:32:00,24
0,0,22.585153099823277,88.32003478886845,2024-01-01 06:33:00,31
0,0,22.584181886800536,88.31926693414947,2024-01-01 06:34:00,41
0,0,22.583370200777072,88.31888976076824,2024-01-01 06:35:00,24
0,0,22.583318548435248,88.31808542908955,2024-01-01 06:36:00,24
0,0,22.58326549197681,88.31743183282937,2024-01-01 06:37:00,40
0,0,22.583565039342094,88.31652795067777,2024-01-01 06:38:00,49
0,0,22.58433840011669,88.31604973792444,2024-01-01 06:39:00,24
0,0,22.584590119948118,88.3160560104416,2024-01-01 06:40:00,29
0,0,22.58466887484492,88.31642393798039,2024-01-01 06:41:00,20
0,0,22.58381001233972,88.3167087765368,2024-01-01 06:42:00,35
0,0,22.583981563502267,88.31758923701965,2024-01-01 06:43:00,47
0,0,22.584335900187032,88.31773597110299,2024-01-01 06:44:00,43
0,0,22.584252405968016,88.31782720468162,2024-01-01 06:45:00,52
0,0,22.58450428530822,88.31846805836916,2024-01-01 06:46:00,56
0,0,22.58531498659213,88.31785964063874,2024-01-01 06:47:00,59
0,0,22.584744164831548,88.3176141588052,2024-01-01 06:48:00,32
0,0,22.584417273261327,88.31792560407597,2024-01-01 06:49:00,54
0,0,22.585107023883264,88.31697214794744,2024-01-01 06:50:00,48
0,0,22.584628412939736,88.31696422285603,2024-01-01 06:51:00,53
0,0,22.58538335696679,88.31743436494364,2024-01-01 06:52:00,30
0,0,22.58631851806983,88.31753030871013,2024-01-01 06:53:00,40
0,0,22.586819747573113,88.31814397818867,2024-01-01 06:54:00,56
0,0,22.586644982926934,88.31788801436026,2024-01-01 06:55:00,54
0,0,22.58680607095162,88.31862224757468,2024-01-01 06:56:00,58
0,0,22.587522896455308,88.31848023562944,2024-01-01 06:57:00,51
0,0,22.588002713976202,88.31795670793424,2024-01-01 06:58:00,32
0,0,22.58880781978956,88.31796721267914,2024-01-01 06:59:00,49
0,0,22.588447918991623,88.31875825913613,2024-01-01 07:00:00,44
0,0,22.587469594294582,88.31956902308897,2024-01-01 07:01:00,55
0,0,22.587179404675506,88.32048262485922,2024-01-01 07:02:00,31
0,0,22.588080618969382,88.32062950063548,2024-01-01 07:03:00,50
0,0,22.58797751001334,88.32021592217887,2024-01-01 07:04:00,35
0,0,22.58808491611803,88.31964137796892,2024-01-01 07:05:00,44
0,0,22.588647508218973,88.31886830717296,2024-01-01 07:06:00,42
0,0,22.589639370703033,88.31798004948232,2024-01-01 07:07:00,58
0,0,22.59041477906855,88.31768187950742,2024-01-01 07:08:00,54
0,0,22.591352082956497,88.31805793952776,2024-01-01 07:09:00,37
0,0,22.590554328308745,88.31722615314,2024-01-01 07:10:00,36
0,0,22.589999481143888,88.3170194563439,2024-01-01 07:11:00,32
0,0,22.5904119655982,88.31618215390519,2024-01-01 07:12:00,46
0,0,22.589878421743048,88.31634476473964,2024-01-01 07:13:00,56
0,0,22.590639141680324,88.315818135127,2024-01-01 07:14:00,20
0,0,22.59161114380797,88.31632489149752,2024-01-01 07:15:00,26
0,0,22.592027506199138,88.31628822547344,2024-01-01 07:16:00,25
0,0,22.59187595021763,88.31710093424363,2024-01-01 07:17:00,58
0,0,22.591744853906608,88.31660829859138,2024-01-01 07:18:00,58
0,0,22.591887799957018,88.3170902463132,2024-01-01 07:19:00,47
0,0,22.59112285245057,88.31738866691744,2024-01-01 07:20:00,27
0,0,22.591484931304766,88.31686367986002,2024-01-01 07:21:00,20
0,0,22.592222129561144,88.31631087153706,2024-01-01 07:22:00,44
0,0,22.592826348059198,88.31726667287457,2024-01-01 07:23:00,25
0,0,22.591913149625793,88.31811595953502,2024-01-01 07:24:00,40
0,0,22.59141912996177,88.31850678178124,2024-01-01 07:25:00,56
0,0,22.59075156082559,88.31794039999441,2024-01-01 07:26:00,37
0,0,22.590660642955125,88.31819551615457,2024-01-01 07:27:00,34
0,0,22.591462958976106,88.31728640891525,2024-01-01 07:28:00,22
0,0,22.59238036379092,88.31640213671076,2024-01-01 07:29:00,31
0,0,22.59229167729649,88.31664240190636,2024-01-01 07:30:00,57
0,0,22.591631037104282,88.3169360986297,2024-01-01 07:31:00,27
0,0,22.591337741560334,88.31710341085339,2024-01-01 07:32:00,27
0,0,22.591058431750746,88.3166233105791,2024-01-01 07:33:00,47
0,0,22.591454755178784,88.31669550331179,2024-01-01 07:34:00,46
0,0,22.59127716862053,88.31690106707583,2024-01-01 07:35:00,52
0,0,22.590543538870975,88.31605346783503,2024-01-01 07:36:00,48
0,0,22.59144313869756,88.3165049068518,2024-01-01 07:37:00,25
0,0,22.59127962477014,88.31737036381851,2024-01-01 07:38:00,44
0,0,22.590332358719134,88.31712329055227,2024-01-01 07:39:00,24
0,0,22.590293098882867,88.31809386265361,2024-01-01 07:40:00,20
0,0,22.59048136031357,88.31785564436687,2024-01-01 07:41:00,30
0,0,22.591139688754986,88.3179938073052,2024-01-01 07:42:00,41
0,0,22.591077075074576,88.31782344630987,2024-01-01 07:43:00,52
0,0,22.59010441900423,88.31697416443058,2024-01-01 07:44:00,20
0,0,22.59073022102249,88.31797359977715,2024-01-01 07:45:00,47
0,0,22.591556552527006,88.3181438988418,2024-01-01 07:46:00,57
0,0,22.59207071493109,88.31789959994035,2024-01-01 07:47:00,56
0,0,22.59197180320171,88.31715791877065,2024-01-01 07:48:00,40
0,0,22.591386258499725,88.3179143601056,2024-01-01 07:49:00,32
0,0,22.591622514980642,88.31763068554167,2024-01-01 07:50:00,59
0,0,22.590666884464703,88.31762701591497,2024-01-01 07:51:00,27
0,0,22.590707211466928,88.3183313789156,2024-01-01 07:52:00,22
0,0,22.58988402791366,88.31891501459454,2024-01-01 07:53:00,24
0,0,22.58915205837056,88.31797257994717,2024-01-01 07:54:00,36
0,0,22.589721394898447,88.31825130266111,2024-01-01 07:55:00,34
0,0,22.589147323221464,88.31752404561229,2024-01-01 07:56:00,30
0,0,22.58884849833908,88.317703880986,2024-01-01 07:57:00,53
0,0,22.588958129556165,88.3168858851681,2024-01-01 07:58:00,49
0,0,22.588654640490212,88.31691386414643,2024-01-01 07:59:00,53
0,0,22.58947558304702,88.31650978304951,2024-01-01 08:00:00,43
0,0,22.590374624294334,88.31580393001137,2024-01-01 08:01:00,36
0,0,22.590358856880492,88.31532041878796,2024-01-01 08:02:00,36
0,0,22.589450579413302,88.31556203015681,2024-01-01 08:03:00,43
0,0,22.589108082633878,88.31582883186545,2024-01-01 08:04:00,21
0,0,22.588259809290097,88.31508659130927,2024-01-01 08:05:00,30
0,0,22.587563614677123,88.31436424565456,2024-01-01 08:06:00,35
0,0,22.58692374922182,88.31475724858701,2024-01-01 08:07:00,27
0,0,22.587717326041634,88.31470517186754,2024-01-01 08:08:00,44
0,0,22.588663546740175,88.31490904265863,2024-01-01 08:09:00,48
0,0,22.589307128013864,88.31459920791427,2024-01-01 08:10:00,38
0,0,22.588484533081377,88.31384047965648,2024-01-01 08:11:00,41
0,0,22.58789720051819,88.31356901937858,2024-01-01 08:12:00,31
0,0,22.58755739954481,88.31321218490794,2024-01-01 08:13:00,33
0,0,22.58815622034263,88.31346798568693,2024-01-01 08:14:00,45
0,0,22.587470175708063,88.31322255761741,2024-01-01 08:15:00,49
0,0,22.587023931004357,88.31383496017699,2024-01-01 08:16:00,36
0,0,22.58639297304307,88.31325365882367,2024-01-01 08:17:00,54
0,0,22.585865206109304,88.31377356964154,2024-01-01 08:18:00,41
0,0,22.58579027554157,88.31426851151781,2024-01-01 08:19:00,33
0,0,22.58508575372538,88.31353474537498,2024-01-01 08:20:00,33
0,0,22.585876167400755,88.31355810025921,2024-01-01 08:21:00,22
0,0,22.585770992134403,88.31362333479213,2024-01-01 08:22:00,37
0,0,22.584980730467468,88.31409814520431,2024-01-01 08:23:00,34
0,0,22.58402087286302,88.31374230353548,2024-01-01 08:24:00,47
0,0,22.583199281520447,88.3138129746635,2024-01-01 08:25:00,58
0,0,22.583980336081925,88.31400015957061,2024-01-01 08:26:00,44
0,0,22.583690544688483,88.3142978052512,2024-01-01 08:27:00,23
0,0,22.58286438526466,88.31437201833484,2024-01-01 08:28:00,37
0,0,22.58297986979656,88.31454508920416,2024-01-01 08:29:00,53
0,0,22.582737415048463,88.3142199828719,2024-01-01 08:30:00,38
0,0,22.58295252549305,88.31370868918283,2024-01-01 08:31:00,45
0,0,22.583164075131762,88.3131831427663,2024-01-01 08:32:00,25
0,0,22.582614740727188,88.31291385640566,2024-01-01 08:33:00,41
0,0,22.58331637576286,88.31208963165474,2024-01-01 08:34:00,23
0,0,22.58266312295345,88.312883162504,2024-01-01 08:35:00,49
0,0,22.58271214573259,88.31270395615797,2024-01-01 08:36:00,22
0,0,22.583706656802125,88.31349717668392,2024-01-01 08:37:00,55
0,0,22.584645597668676,88.31422819093571,2024-01-01 08:38:00,39
0,0,22.585595731994566,88.31420968849423,2024-01-01 08:39:00,25
0,0,22.585933018434414,88.31506844047249,2024-01-01 08:40:00,57
0,0,22.586003091898505,88.31502167944073,2024-01-01 08:41:00,34
0,0,22.58537717939562,88.31466903791355,2024-01-01 08:42:00,24
0,0,22.5847761932503,88.31514153228095,2024-01-01 08:43:00,38
0,0,22.584005866899776,88.31536277236583,2024-01-01 08:44:00,31
0,0,22.584168343342622,88.31467149779638,2024-01-01 08:45:00,57
0,0,22.58380962772694,88.3148592639915,2024-01-01 08:46:00,55
0,0,22.583482836283327,88.31412809334537,2024-01-01 08:47:00,25
0,0,22.583580680243106,88.31353155427003,2024-01-01 08:48:00,42
0,0,22.584200429134814,88.31304083557956,2024-01-01 08:49:00,59
0,0,22.58320585093364,88.31227422770785,2024-01-01 08:50:00,56
0,0,22.58314900331074,88.31209790953613,2024-01-01 08:51:00,34
0,0,22.58236240181097,88.31279936445617,2024-01-01 08:52:00,49
0,0,22.583228277945167,88.31378122340908,2024-01-01 08:53:00,33
0,0,22.5825907440775,88.31291421594382,2024-01-01 08:54:00,53
0,0,22.583033937179003,88.31201040523175,2024-01-01 08:55:00,59
0,0,22.582313481932257,88.31260093985547,2024-01-01 08:56:00,48
0,0,22.582912556194096,88.31325120520886,2024-01-01 08:57:00,33
0,0,22.58354170563456,88.31358159965025,2024-01-01 08:58:00,56
0,0,22.584357437895484,88.31321399281484,2024-01-01 08:59:00,45
0,0,22.58472340202232,88.31311789001744,2024-01-01 09:00:00,44
0,0,22.58447729088117,88.31304324958877,2024-01-01 09:01:00,59
0,0,22.584556853005,88.31292073893955,2024-01-01 09:02:00,57
0,0,22.584021278395294,88.3137198880861,2024-01-01 09:03:00,52
0,0,22.58410838411752,88.31453283230803,2024-01-01 09:04:00,21
0,0,22.583342180198937,88.31541249655525,2024-01-01 09:05:00,58
0,0,22.583803278472555,88.31579993177006,2024-01-01 09:06:00,26
0,0,22.5845605367033,88.31579077902286,2024-01-01 09:07:00,34
0,0,22.585348321869404,88.31636797344531,2024-01-01 09:08:00,49
0,0,22.58585312810948,88.3167819343678,2024-01-01 09:09:00,57
0,0,22.586341020694626,88.31584899923726,2024-01-01 09:10:00,46
0,0,22.586769148859073,88.31583696221152,2024-01-01 09:11:00,41
0,0,22.586453312356504,88.31647947682086,2024-01-01 09:12:00,29
0,0,22.58621095548762,88.31639347725942,2024-01-01 09:13:00,50
0,0,22.58680554621918,88.31569331211412,2024-01-01 09:14:00,34
0,0,22.587250051355966,88.31613338518721,2024-01-01 09:15:00,23
0,0,22.587446936758376,88.31626440188187,2024-01-01 09:16:00,50
0,0,22.58695053487619,88.31595579386888,2024-01-01 09:17:00,45
0,0,22.58786868446532,88.31564084238323,2024-01-01 09:18:00,30
0,0,22.587670387298846,88.31556485399052,2024-01-01 09:19:00,25
1,1,22.594006566349467,88.31453672951764,2024-01-01 06:00:00,32
1,1,22.59304278671711,88.31528097733553,2024-01-01 06:01:00,52
1,1,22.59224721204556,88.31611847838005,2024-01-01 06:02:00,31
1,1,22.593092210807914,88.31653295564867,2024-01-01 06:03:00,24
1,1,22.592841081547355,88.3156707987274,2024-01-01 06:04:00,47
1,1,22.59204957547946,88.31635167799136,2024-01-01 06:05:00,48
1,1,22.59195125422227,88.31557815408304,2024-01-01 06:06:00,30
1,1,22.591282295243005,88.31495079584202,2024-01-01 06:07:00,40
1,1,22.59212397900824,88.31569058856614,2024-01-01 06:08:00,42
1,1,22.592339767795828,88.31544919996291,2024-01-01 06:09:00,59
1,1,22.59175092741258,88.31602477974035,2024-01-01 06:10:00,28
1,1,22.591417925755962,88.31582111712753,2024-01-01 06:11:00,45
1,1,22.59214496203719,88.31666703759113,2024-01-01 06:12:00,44
1,1,22.59183886844098,88.31714204008735,2024-01-01 06:13:00,26
1,1,22.592013004889253,88.31620773342783,2024-01-01 06:14:00,36
1,1,22.592168268797437,88.3155387600627,2024-01-01 06:15:00,43
1,1,22.591791215139704,88.31609975147778,2024-01-01 06:16:00,43
1,1,22.591231409567865,88.31552511304646,2024-01-01 06:17:00,41
1,1,22.592182492199232,88.3154430910225,2024-01-01 06:18:00,26
1,1,22.592011740446686,88.31461379035866,2024-01-01 06:19:00,39
1,1,22.59201613046735,88.3148045603933,2024-01-01 06:20:00,59
